DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R3615,G,G,Parallel,Active,200 Block 8 ST NE,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,NE,"MULTILINESTRING ((-114.0430873 51.0537075, -114.0430866 51.0544545))",18e4bc0d-72a0-4f1b-8630-2e69683eb705
R3635,EE,EE,Parallel,Active,3800 Block SARCEE RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1334344 51.0194319, -114.1333199 51.0195548, -114.1331288 51.0197594, -114.1328953 51.0200108, -114.1327566 51.0201597, -114.1325929 51.0203343))",05d333d6-ed7b-4bcb-a756-f694af5d3bd7
R3733,Z,Z,Parallel,Active,00 Block 16 ST NW,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,NW,"MULTILINESTRING ((-114.0982657 51.0512622, -114.0982663 51.0515928))",ed644fe5-d65e-44c5-8f7b-71a57d0045bd
R3818,W,W,Parallel,Active,1500 Block 23 ST NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.1165366 51.0652552, -114.1165334 51.0652636, -114.1165322 51.0652722, -114.1165319 51.0652861, -114.1165318 51.0653, -114.1165317 51.0653139, -114.1165315 51.0653278, -114.1165313 51.0653417, -114.116531 51.0653516, -114.1165308 51.0653616, -114.1165305 51.0653715, -114.1165303 51.0653814, -114.11653 51.0653914, -114.1165298 51.0654579, -114.1165301 51.0655626, -114.1165305 51.0656071, -114.1165308 51.0656478, -114.1165305 51.0657444, -114.1165304 51.0658535, -114.1165326 51.0659731, -114.1165319 51.0660179, -114.1165321 51.0660651, -114.1165321 51.0661138, -114.1165321 51.0661583, -114.1165319 51.0662112))",e8efaf9c-73e2-47bb-9675-0cba39bc4005
R3902,F,F,Parallel,Active,300 Block CRESCENT RD NW,Residential Street,S,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0677927 51.0591371, -114.0678124 51.0591395, -114.0678256 51.0591435, -114.0678368 51.059148, -114.0678448 51.0591521, -114.0678725 51.0591654, -114.0680102 51.0592438, -114.0680443 51.0592629, -114.0680784 51.0592821, -114.0681125 51.0593012, -114.0681466 51.0593204, -114.0681791 51.0593385, -114.0682117 51.0593566, -114.0682443 51.0593747, -114.0682769 51.0593927, -114.0683094 51.0594108, -114.0683422 51.0594292, -114.0683749 51.0594476, -114.0684076 51.0594661, -114.0684403 51.0594846, -114.068473 51.0595031, -114.0686377 51.0595959, -114.0687906 51.0596812, -114.068819 51.0596968, -114.0688472 51.0597125, -114.0688752 51.0597284, -114.068903 51.0597443, -114.0689306 51.0597604, -114.0689599 51.0597777, -114.068989 51.059795, -114.069018 51.0598125, -114.0690468 51.0598301, -114.0690753 51.0598478, -114.0691077 51.0598681, -114.0691401 51.0598884, -114.0691725 51.0599088, -114.0692048 51.0599291, -114.069237 51.0599495, -114.0692685 51.0599695, -114.0692999 51.0599894, -114.0693313 51.0600093, -114.0693628 51.0600293, -114.0693943 51.0600491, -114.0694081 51.0600578, -114.0694219 51.0600665, -114.0694357 51.0600752, -114.0694495 51.0600839, -114.0694634 51.0600926, -114.0694796 51.0601029, -114.0694959 51.0601131, -114.0695122 51.0601234, -114.0695285 51.0601337, -114.0695448 51.0601439, -114.0695705 51.06016, -114.0695964 51.060176, -114.0696222 51.060192, -114.069648 51.0602081, -114.0696735 51.0602242, -114.0696821 51.0602297, -114.0696906 51.0602352, -114.0696991 51.0602406, -114.0697076 51.0602461, -114.0697162 51.0602516, -114.069736 51.0602643, -114.0697558 51.060277, -114.0697756 51.0602897, -114.0697955 51.0603024, -114.0698153 51.0603151, -114.0698334 51.0603267, -114.0698516 51.0603382, -114.0698698 51.0603497, -114.0698881 51.0603612, -114.0699063 51.0603727, -114.0699239 51.0603839, -114.0699416 51.0603951, -114.0699592 51.0604063, -114.0699767 51.0604176, -114.0699941 51.060429, -114.0700115 51.0604406, -114.0700287 51.0604524, -114.0700458 51.0604642, -114.0700628 51.0604761))",f6705133-caae-4a25-805c-40749ebb7d95
R4227,SCA,SCA,Parallel,Active,100 Block SCENIC GLEN CL NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.2124834 51.1178408, -114.212481 51.1178423, -114.2124786 51.1178439, -114.2124763 51.1178456, -114.212474 51.1178473, -114.2124718 51.1178492, -114.2124696 51.117851, -114.2124676 51.1178529, -114.2124656 51.1178549, -114.2124637 51.1178568, -114.212462 51.1178588, -114.2124602 51.1178607, -114.2124586 51.1178627, -114.2124569 51.1178647, -114.2124554 51.1178667, -114.2124539 51.1178687, -114.2124525 51.1178707, -114.2124513 51.1178727, -114.2124501 51.1178748, -114.2124491 51.117877, -114.2124483 51.1178792, -114.2124475 51.1178814, -114.2124468 51.1178836, -114.2124462 51.1178859, -114.2124457 51.1178877, -114.2124452 51.1178896, -114.2124447 51.1178915, -114.2124444 51.1178933, -114.2124441 51.1178952, -114.2124439 51.1178974, -114.2124438 51.1178995, -114.2124436 51.1179017, -114.2124435 51.1179038, -114.2124433 51.117906, -114.2124432 51.1179084, -114.2124431 51.1179109, -114.212443 51.1179133, -114.2124428 51.1179158, -114.2124427 51.1179182, -114.2124427 51.1179191, -114.2124427 51.11792, -114.2124426 51.1179209, -114.2124426 51.1179218, -114.2124425 51.1179227, -114.2124417 51.1179707, -114.2124417 51.117984, -114.2124421 51.1179889, -114.2124405 51.1182692, -114.212441 51.1184967))",d0622122-3102-4225-b03e-991d814d9c3f
R4239,SCA,SCA,Parallel,Active,00 Block SCENIC COVE CI NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.205935 51.1186176, -114.2059104 51.1186335, -114.2058716 51.1186677, -114.2057378 51.1187802, -114.2056577 51.1188478, -114.2056136 51.1188849, -114.2055688 51.1189226, -114.2055034 51.1189785, -114.2054903 51.1189897, -114.2054373 51.1190349, -114.2053051 51.1191476, -114.2052607 51.1191868, -114.2052484 51.1192042))",d62225d9-75b7-43ed-a91a-2a5ea54929f1
R4260,SCA,SCA,Parallel,Active,00 Block SCOTIA BA NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.2170364 51.1233439, -114.2170003 51.1234014, -114.2168682 51.1236339, -114.2168631 51.1236454, -114.2168606 51.1236572, -114.2168609 51.1236691, -114.2168639 51.1236809, -114.2168695 51.1236922))",fe8f7f8a-2147-4f52-885a-d9d3f019ae63
R4286,SCA,SCA,Parallel,Active,100 Block SCENIC COVE CI NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.2050814 51.1193761, -114.2050585 51.1193839, -114.2050358 51.1193944, -114.2050224 51.1194034, -114.2050083 51.1194145, -114.204998 51.1194245, -114.2049953 51.1194272, -114.2048887 51.1195355, -114.2047533 51.1196747, -114.2046086 51.1198259, -114.2045256 51.1199122, -114.2045153 51.1199262, -114.2045058 51.1199415, -114.2045008 51.1199593))",367cb58c-ff02-44b4-ad58-55fdccb7734f
R4306,SCA,SCA,Parallel,Active,100 Block SCENIC GLEN BA NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.2137064 51.1178488, -114.2138117 51.1180548, -114.2138117 51.1180548, -114.2138117 51.1180549, -114.2138117 51.1180549, -114.2138118 51.118055, -114.2138129 51.1180578, -114.2138143 51.1180606, -114.2138158 51.1180634, -114.2138173 51.1180662, -114.2138188 51.1180689, -114.2138199 51.1180709, -114.2138209 51.1180728, -114.213822 51.1180747, -114.2138231 51.1180766, -114.2138241 51.1180785, -114.213825 51.1180807, -114.2138257 51.1180829, -114.2138263 51.1180851, -114.2138266 51.1180873, -114.2138268 51.1180896, -114.2138269 51.1180916, -114.213827 51.1180936, -114.213827 51.1180956, -114.213827 51.1180976, -114.2138269 51.1180996, -114.2138269 51.1181017, -114.2138268 51.1181037, -114.2138267 51.1181057, -114.2138265 51.1181078, -114.2138263 51.1181098, -114.2138261 51.1181119, -114.2138258 51.1181139, -114.2138254 51.118116, -114.2138249 51.118118, -114.2138243 51.11812, -114.2138235 51.1181225, -114.2138227 51.1181249, -114.2138218 51.1181273, -114.2138208 51.1181298, -114.2138199 51.1181322, -114.213819 51.1181346, -114.2138181 51.1181369, -114.2138172 51.1181393, -114.2138161 51.1181416, -114.2138149 51.1181439, -114.2138133 51.1181463, -114.2138116 51.1181486, -114.2138097 51.1181509, -114.2138078 51.1181531, -114.2138059 51.1181554, -114.2138043 51.1181574, -114.2138027 51.1181593, -114.213801 51.1181613, -114.2137993 51.1181632, -114.2137976 51.1181651, -114.2137958 51.1181669, -114.2137939 51.1181686, -114.2137918 51.1181703, -114.2137896 51.1181719, -114.2137873 51.1181734, -114.2137843 51.1181753, -114.2137813 51.1181772, -114.2137783 51.1181791, -114.2137752 51.118181, -114.2137721 51.1181829, -114.2137691 51.1181848, -114.213766 51.1181866, -114.2137628 51.1181885, -114.2137597 51.1181903, -114.2137565 51.1181921, -114.2137474 51.1181968, -114.2137376 51.1182008, -114.2137272 51.1182042, -114.2137163 51.1182071, -114.2137049 51.1182096, -114.2136934 51.1182117, -114.2136818 51.1182133))",2688c38e-5a99-480a-bda6-755cd79702b0
R4457,J,J,Parallel,Active,3000 Block ROXBORO GLEN RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0657004 51.0278377, -114.0657 51.0280175))",3f28951d-a28d-48f0-870b-649573c8543d
R4477,VV,VV,Parallel,Active,00 Block SHAWMEADOWS RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0716947 50.9090713, -114.0716741 50.9090858, -114.0716618 50.9091003, -114.0716524 50.9091279, -114.0716518 50.9093506))",5ae63d42-cdaa-4949-bac5-c1850f50b365
R4481,VV,VV,Parallel,Active,00 Block SHAWMEADOWS RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0716516 50.9094397, -114.0716508 50.9097266))",23319233-238b-4b6a-8c90-d2f3424e45d1
R4488,VV,VV,Parallel,Active,00 Block SHAWMEADOWS RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0716638 50.9099118, -114.0716564 50.909926, -114.0716503 50.9099497, -114.0716496 50.910191))",af0660d7-70f3-49d6-a4c1-79f3342652e2
R7847,SCA,SCA,Parallel,Active,100 Block SCENIC COVE CI NW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NW,"MULTILINESTRING ((-114.2045275 51.1200205, -114.204541 51.1200341, -114.2046537 51.1201492))",213c9a60-576c-4e06-839a-0dbbc0462413
R4574,J,J,Parallel,Active,3000 Block 1 ST SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0671851 51.0279776, -114.0671858 51.0282141, -114.0671859 51.0282654, -114.067186 51.0282982))",aa3da5e4-7032-486c-b706-e94ae6b464b6
R4745,AUB,AUB,Parallel,Active,00 Block AUBURN BAY ST SE,Collector,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9499597 50.885104, -113.9499891 50.8851598, -113.9500001 50.8851767, -113.9500527 50.8852683, -113.9501072 50.8853594, -113.9501473 50.8854241, -113.9502168 50.8855321, -113.9502891 50.8856393))",ab5eada1-5055-419c-9d55-2e58568c3ed4
R4746,AUB,AUB,Parallel,Active,100 Block AUBURN BAY ST SE,Collector,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9503772 50.8857639, -113.9505079 50.8859377, -113.9505456 50.8859881, -113.9506156 50.8860744, -113.9507207 50.8862002))",792433d4-01a1-4394-8c45-4e43259999e1
R4747,AUB,AUB,Parallel,Active,600 Block AUBURN BAY HT SE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-113.9586459 50.8828814, -113.9586395 50.8828958, -113.9586372 50.8829106, -113.958639 50.8829254, -113.9586448 50.8829399, -113.9589127 50.8834233, -113.9589253 50.88344))",25972df8-efca-4480-8551-cfc54dfabab5
R4778,D,D,Parallel,Active,1900 Block SALISBURY ST SE,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,SE,"MULTILINESTRING ((-114.0471214 51.0365266, -114.0471023 51.036552, -114.0470831 51.0365773, -114.0470638 51.0366026, -114.0469935 51.0366936, -114.04697 51.0367238, -114.0469466 51.0367542, -114.0469246 51.0367831, -114.0469026 51.036812, -114.0468806 51.0368409, -114.0466157 51.0371875, -114.0465851 51.0372274, -114.0465596 51.0372686, -114.046554 51.0372757, -114.0465281 51.0373092, -114.0464613 51.0373963, -114.046392 51.0374882, -114.0463362 51.0375584, -114.0463234 51.0375747, -114.0463071 51.0375966, -114.0462876 51.0376224, -114.0462723 51.0376448, -114.0462558 51.0376649, -114.0462412 51.0376873, -114.0462288 51.0377048, -114.046222 51.0377034, -114.0462181 51.0377089, -114.0462082 51.0377239, -114.0461997 51.037739, -114.0461988 51.0377405, -114.0461973 51.0377429, -114.0461884 51.0377575, -114.0461762 51.0377774, -114.0461666 51.0377957))",872f7f40-5606-4f60-9049-a5300e1ef28c
R4782,D,D,Parallel,Active,1100 Block BELLEVUE AV SE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-114.0440302 51.0393764, -114.0437016 51.0399989, -114.0433949 51.0405861, -114.0432655 51.0408336))",5060ed8c-f7d8-4251-a88c-4c878f90d227
R4785,D,D,Parallel,Active,2000 Block ALEXANDER ST SE,Residential Street,S,0001-2359 MON-SUN,,,60,NONE,FR,SE,"MULTILINESTRING ((-114.0455717 51.0340844, -114.0455724 51.0340901, -114.0455728 51.0340952, -114.0455732 51.0341005, -114.0455729 51.0341054, -114.0455721 51.0341108, -114.0455699 51.0341165, -114.045567 51.0341231, -114.0455644 51.0341287, -114.045562 51.0341336, -114.0455587 51.034138, -114.0455539 51.0341421, -114.0455492 51.034148, -114.0455441 51.0341525, -114.0454753 51.0342001))",8d1bb7dc-6eb2-4628-a650-d58f0b87fe9a
R4857,GG,GG,Parallel,Active,3200 Block 14 ST SW,Collector,S,0001-2359 MON-SUN,,,180,NONE,FR,SW,"MULTILINESTRING ((-114.094785 51.02504, -114.0947842 51.0257577))",b4ba3c10-7d11-413e-bccf-47e9468941ef
R4916,STR,STR,Parallel,Active,00 Block STRATHLORNE CR SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.1725901 51.0421987, -114.1725709 51.0422164, -114.1725583 51.042231, -114.172551 51.0422538, -114.1725497 51.0422681, -114.1725453 51.0422953, -114.1725377 51.0423283, -114.1725236 51.0423744, -114.1725037 51.0424256, -114.1724819 51.0424683, -114.1724728 51.042483))",34921ca9-cac8-4bc6-a35e-86736a1ea6f6
R5016,Q,Q,Parallel,Active,7000 Block OGDEN RD SE,Arterial Street,S,0001-2359 MON-SUN,,,30,NONE,FR,SE,"MULTILINESTRING ((-114.0012375 50.9899307, -114.0013713 50.990077, -114.0013879 50.9900888, -114.0014033 50.990099, -114.0014221 50.9901079, -114.0014416 50.990113))",dd5a2046-92a5-474e-8116-32beab135f82
R5292,LL,LL,Parallel,Active,800 Block 9 ST SE,Residential Street,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0395026 51.0429484, -114.039498 51.0429522, -114.039491 51.0429575, -114.0394146 51.0430781, -114.039374 51.0431457))",ef36400d-da90-442a-b5d6-13025b0a8d03
R5081,R,R,Parallel,Active,1000 Block KILDONAN CR SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0856361 50.9901617, -114.085635 50.9901624, -114.0856161 50.9901836, -114.085609 50.9902065, -114.0856089 50.990246, -114.0856096 50.9902892, -114.0856091 50.9903385, -114.0856082 50.9903805, -114.0856087 50.9903957, -114.0856109 50.990409, -114.0856164 50.9904218, -114.085625 50.990434, -114.0856366 50.9904451))",b23f4059-ffc9-45dd-ba98-b35ccd91f3c3
R5195,ZZ,ZZ,Parallel,Active,2300 Block ERLTON RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0612692 51.0319858, -114.0612623 51.0319912, -114.0612533 51.0319985, -114.0612474 51.0320072, -114.0612445 51.0320169, -114.0612416 51.0320264, -114.0612395 51.0320371, -114.0612384 51.0320557, -114.0612375 51.0321008, -114.0612376 51.0321544, -114.0612375 51.0322237, -114.0612376 51.0322761, -114.0612368 51.0323446, -114.061236 51.0323861, -114.0612352 51.0324384, -114.0612346 51.032468))",6f470ff0-1514-4ebe-9434-3d8a6e0f3f07
R5196,ZZ,ZZ,Parallel,Active,2300 Block ERLTON RD SW,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SW,"MULTILINESTRING ((-114.0612316 51.0328026, -114.0612317 51.0328479, -114.0612294 51.0331799, -114.0612326 51.0332293))",57f5f1aa-96e3-41de-a3de-ed81d2161827
R5217,SS,SS,Parallel,Active,2700 Block RUNDLESON RD NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-113.9792194 51.0783377, -113.9792198 51.0784249, -113.9792202 51.0785097, -113.9792202 51.0785974, -113.9792204 51.0786611, -113.9792245 51.0786902, -113.9792337 51.0787323, -113.9792508 51.0787792, -113.9792634 51.078808, -113.9792873 51.0788512, -113.9793124 51.0788907, -113.9793513 51.0789376, -113.9793841 51.0789715, -113.9794158 51.0790015, -113.979469 51.0790428, -113.9795247 51.0790813, -113.9795692 51.0791065, -113.9796134 51.0791337, -113.9796588 51.0791674, -113.9796901 51.0791903, -113.9797261 51.0792199, -113.9797663 51.0792589, -113.9797954 51.0792908, -113.979814 51.0793128))",3347ba68-d606-48cb-836a-b3957c15f226
R5220,SS,SS,Parallel,Active,3000 Block RUNDLESON RD NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-113.9798823 51.0794188, -113.9798884 51.0794309, -113.9798993 51.0794576, -113.9799109 51.0794947, -113.9799182 51.0795167, -113.9799258 51.0795482, -113.9799317 51.0795844, -113.9799335 51.0796179, -113.9799347 51.0796532, -113.9799346 51.079686, -113.9799338 51.0797039, -113.9799322 51.0797232, -113.9799271 51.079742, -113.9799171 51.0797742, -113.9799064 51.0798009, -113.9799 51.0798151, -113.9798842 51.0798513, -113.9798774 51.0798651, -113.9798539 51.0799071, -113.9798419 51.0799224, -113.9798193 51.0799549, -113.9798 51.079976))",554aaaec-2158-4efe-bc4e-3de48a3cd38e
R5227,SS,SS,Parallel,Active,2700 Block RUNDLESON RD NE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,NE,"MULTILINESTRING ((-113.979227 51.0780181, -113.9792204 51.0780387, -113.979218 51.0780643, -113.9792185 51.0781198, -113.9792185 51.0782101))",8a848cdd-6b45-488e-8236-5ee95b47e03c
R5255,M,M,Parallel,Active,900 Block 2 ST NW,Residential Street,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.0675403 51.0602628, -114.0675401 51.0603779, -114.0675394 51.06056, -114.0675392 51.0605788, -114.0675389 51.0605929, -114.0675377 51.0606072, -114.0675344 51.0606227, -114.0675273 51.0606399, -114.0675184 51.0606566, -114.0675064 51.0606729, -114.067492 51.0606901, -114.0674846 51.060696))",16eb28aa-6d9a-4552-a55a-8299786c3e15
R5295,LL,LL,Parallel,Active,600 Block 8 ST SE,Residential Street,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0407687 51.0446017, -114.040768 51.0446031, -114.0407658 51.0446092, -114.040764 51.0446144, -114.0407629 51.0446202, -114.0407627 51.0446258, -114.0407616 51.0446326, -114.0407608 51.0446392, -114.0407601 51.0446465, -114.0407606 51.0446543, -114.0407617 51.0446614, -114.040763 51.0446696, -114.0407636 51.044675, -114.0407633 51.0446807, -114.0407633 51.0446862, -114.0407609 51.044692, -114.0407564 51.0447003, -114.0407515 51.0447071))",6fdc6855-1dee-44fa-b734-51a5e9993dc0
R5348,CC,CC,Parallel,Active,1700 Block 46 ST NW,Collector,S,0001-2359 MON-SUN,,,60,NONE,FR,NW,"MULTILINESTRING ((-114.1620404 51.0719231, -114.1619685 51.0719608, -114.1618308 51.0720334, -114.1618257 51.072036, -114.1618206 51.0720387, -114.1618155 51.0720414, -114.1618104 51.072044, -114.1618053 51.0720467, -114.1618014 51.072049, -114.1617978 51.0720516, -114.1617946 51.0720544, -114.1617916 51.0720572, -114.1617886 51.0720602))",fb880708-5b86-4809-9d9b-4640955da748
R5442,LL,LL,Parallel,Active,1000 Block 11 ST SE,Residential Street,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0368628 51.0410688, -114.0368629 51.041082, -114.0368637 51.0411807, -114.0368641 51.0411834, -114.0368648 51.0411868, -114.0368655 51.0411912, -114.0368677 51.0411946))",c255645e-4cb3-4adc-9bf2-a9e3fcbb7829
R5447,LL,LL,Parallel,Active,900 Block 12 ST SE,Collector,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0351584 51.0405771, -114.0351514 51.0405791, -114.0351412 51.0405817, -114.035134 51.0405849, -114.0351288 51.0405881, -114.0351225 51.0405941, -114.0348549 51.0408662, -114.0348201 51.0409018, -114.0348209 51.0409021, -114.0345238 51.0412054, -114.0345097 51.0412267, -114.0345146 51.0412389))",306bc3e4-f451-4594-8d8e-74c527cc7242
R5452,LL,LL,Parallel,Active,800 Block 12 ST SE,Collector,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0343649 51.0413936, -114.0343088 51.0414246, -114.0343073 51.0414261, -114.0343065 51.0414269, -114.0340647 51.0416727, -114.034011 51.0417273, -114.0337633 51.0419832, -114.0337539 51.0420202))",f2972c3d-2d75-4234-8f26-cef03484513e
R5458,LL,LL,Parallel,Active,700 Block 13 ST SE,Residential Street,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0309081 51.0410701, -114.0308892 51.0410804, -114.03087 51.0410984, -114.0304961 51.0414804))",c9a26d0d-c2fc-4d90-82ba-adfe79a2f351
R5462,LL,LL,Parallel,Active,800 Block 14 ST SE,Residential Street,S,0001-2359 MON-SUN,,,120,NONE,FR,SE,"MULTILINESTRING ((-114.028632 51.0396338, -114.028394 51.0398764, -114.0283831 51.0398895, -114.0283787 51.0398965, -114.0283753 51.0399098, -114.0283747 51.0399211))",c873a886-0d6b-4f6d-8615-dad4b916e8ca
R5467,LL,LL,Parallel,Active,1000 Block 12 ST SE,Collector,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0358953 51.0398226, -114.0358861 51.0398254, -114.0358773 51.0398288, -114.0358697 51.0398332, -114.0358616 51.0398379, -114.0358534 51.0398432, -114.0358431 51.0398493, -114.0355695 51.0401373))",e9ecbc14-13d3-4854-be08-67da6c1ed01c
R5468,LL,LL,Parallel,Active,2600 Block ALYTH RD SE,Collector,S,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0225427 51.0290149, -114.022618 51.0290918, -114.0226972 51.029176, -114.0227817 51.0292613, -114.0228564 51.0293378, -114.0229349 51.0294177, -114.0230061 51.029491, -114.023071 51.0295582, -114.0231406 51.0296282, -114.0232003 51.0296885, -114.0233281 51.0298195, -114.0233974 51.0298914, -114.0235387 51.0300365, -114.0235672 51.0300662, -114.0235832 51.0300875, -114.0236008 51.0301088, -114.0236149 51.0301268, -114.0236297 51.0301522, -114.0236425 51.0301733, -114.0236548 51.0301972, -114.0236686 51.0302213, -114.0236799 51.0302511, -114.0236901 51.0302777, -114.0236981 51.0303034, -114.0237071 51.0303324, -114.0237107 51.0303609, -114.0237155 51.0303914, -114.023717 51.0304933))",c85e3d40-343e-4763-9d64-5318dcc4d6dc
